GO.ID	Description	p.Val	FDR	Phenotype	Genes
SPINDLE CHECKPOINT%GOBP%GO:0031577	spindle checkpoint	0.024427663307524602	0.024427663307524602	+1	APC,ATM
EPITHELIAL STRUCTURE MAINTENANCE%GOBP%GO:0010669	epithelial structure maintenance	0.024427663307524602	0.024427663307524602	+1	SOX9,TLR4
EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:0060079	excitatory postsynaptic potential	0.024427663307524602	0.024427663307524602	+1	AKT1,LRRK2
NUCLEOSOME DISASSEMBLY%GOBP%GO:0006337	nucleosome disassembly	0.024427663307524602	0.024427663307524602	+1	ARID1A,PBRM1
HAIR CYCLE PROCESS%GOBP%GO:0022405	hair cycle process	0.024427663307524602	0.024427663307524602	+1	SOX9,FGFR2
CELL FATE DETERMINATION%GOBP%GO:0001709	cell fate determination	0.024427663307524602	0.024427663307524602	+1	GATA3,SOX17
PEPTIDYL-LYSINE TRIMETHYLATION%GOBP%GO:0018023	peptidyl-lysine trimethylation	0.024427663307524602	0.024427663307524602	+1	TET2,SETD2
RESPONSE TO FLUID SHEAR STRESS%GOBP%GO:0034405	response to fluid shear stress	0.024427663307524602	0.024427663307524602	+1	NFE2L2,AKT1
RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031667	response to nutrient levels	0.02443282399783617	0.02443282399783617	+1	TP53,MTOR,LRRK2,FOXA2,CDKN1A,TAF1
REGULATION OF PROTEIN ACETYLATION%GOBP%GO:1901983	regulation of protein acetylation	0.024486708229110848	0.024486708229110848	+1	BRCA1,SMAD4,SIN3A
REGULATION OF POSTTRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0060147	regulation of posttranscriptional gene silencing	0.02520880565815786	0.02520880565815786	+1	TP53,EGFR,AJUBA,NCOR1
REGULATION OF GENE SILENCING BY RNA%GOBP%GO:0060966	regulation of gene silencing by RNA	0.02520880565815786	0.02520880565815786	+1	TP53,EGFR,AJUBA,NCOR1
NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0006289	nucleotide-excision repair	0.02520880565815786	0.02520880565815786	+1	TP53,EP300,BRCA2,ERCC2
RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:0000302	response to reactive oxygen species	0.02520880565815786	0.02520880565815786	+1	EGFR,NFE2L2,AKT1,PDGFRA
PID_TXA2PATHWAY%MSIGDB_C2%PID_TXA2PATHWAY	PID_TXA2PATHWAY	0.02561879017674863	0.02561879017674863	+1	EGFR,AKT1,PIK3CG
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:1903749	positive regulation of establishment of protein localization to mitochondrion	0.02561879017674863	0.02561879017674863	+1	TP53,FBXW7,BAP1
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.025967737543480123	0.025967737543480123	+1	PTEN,AKT1,AR,BRCA1
THERMOGENESIS%WIKIPATHWAYS_20190610%WP4321%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4321_r102774	0.025967737543480123	0.025967737543480123	+1	KRAS,ARID1A,NRAS,MTOR
SEPARATION OF SISTER CHROMATIDS%REACTOME%R-HSA-2467813.1	Separation of Sister Chromatids	0.026088444604772065	0.026088444604772065	+1	STAG2,PPP2R1A,SMC1A,SMC3,RAD21
ACTIVATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0002218	activation of innate immune response	0.026290271636773072	0.026290271636773072	+1	KRAS,MAP3K1,NRAS,TLR4,EP300,SIN3A
PID_WNT_CANONICAL_PATHWAY%MSIGDB_C2%PID_WNT_CANONICAL_PATHWAY	PID_WNT_CANONICAL_PATHWAY	0.02661299612903458	0.02661299612903458	+1	APC,CTNNB1
SEROTONIN RECEPTOR 2 AND ELK-SRF/GATA4 SIGNALING%WIKIPATHWAYS_20190610%WP732%HOMO SAPIENS	http://www.wikipathways.org/instance/WP732_r101994	0.02661299612903458	0.02661299612903458	+1	KRAS,NRAS
NOTCH4 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION%REACTOME%R-HSA-9013695.1	NOTCH4 Intracellular Domain Regulates Transcription	0.02661299612903458	0.02661299612903458	+1	NOTCH1,EP300
BIOCARTA_NKCELLS_PATHWAY%MSIGDB_C2%BIOCARTA_NKCELLS_PATHWAY	BIOCARTA_NKCELLS_PATHWAY	0.02661299612903458	0.02661299612903458	+1	PIK3CA,PIK3R1
ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION%REACTOME%R-HSA-2730905.2	Role of LAT2 NTAL LAB on calcium mobilization	0.02661299612903458	0.02661299612903458	+1	PIK3CA,PIK3R1
REGULATION OF NUCLEASE ACTIVITY%GOBP%GO:0032069	regulation of nuclease activity	0.02661299612903458	0.02661299612903458	+1	NPM1,AKT1
NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841	negative regulation of mitotic metaphase/anaphase transition	0.02661299612903458	0.02661299612903458	+1	APC,ATM
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR%GOBP%GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0.02661299612903458	0.02661299612903458	+1	TP53,EP300
TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN CYTOCHROME C RELEASE%REACTOME%R-HSA-6803204.1	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	0.02661299612903458	0.02661299612903458	+1	TP53,ATM
REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030510	regulation of BMP signaling pathway	0.02661299612903458	0.02661299612903458	+1	NOTCH1,SMAD4,SMAD2
CENTRAL NERVOUS SYSTEM NEURON AXONOGENESIS%GOBP%GO:0021955	central nervous system neuron axonogenesis	0.02661299612903458	0.02661299612903458	+1	PTEN,ARHGAP35
CANONICAL WNT SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL WNT SIGNALING PATHWAY	Canonical Wnt signaling pathway	0.02661299612903458	0.02661299612903458	+1	APC,CTNNB1
NUCLEOSOME ASSEMBLY%GOBP%GO:0006334	nucleosome assembly	0.02661299612903458	0.02661299612903458	+1	NPM1,SOX9,ATRX,HIST1H2BD
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900182	positive regulation of protein localization to nucleus	0.02661299612903458	0.02661299612903458	+1	PIK3R1,CDH1,AKT1
EMBRYONIC DIGESTIVE TRACT DEVELOPMENT%GOBP%GO:0048566	embryonic digestive tract development	0.02661299612903458	0.02661299612903458	+1	PDGFRA,FGFR2
REGULATION OF ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:0001936	regulation of endothelial cell proliferation	0.02734926016487825	0.02734926016487825	+1	NF1,NRAS,AKT1,EGR3
REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033135	regulation of peptidyl-serine phosphorylation	0.02734926016487825	0.02734926016487825	+1	EGFR,AKT1,BRAF,NSD1
ALZHEIMER DISEASE-PRESENILIN PATHWAY%PANTHER PATHWAY%P00004	Alzheimer disease-presenilin pathway	0.02734926016487825	0.02734926016487825	+1	NOTCH1,CTNNB1,CDH1,ERBB4
POSITIVE REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032388	positive regulation of intracellular transport	0.027715724818828523	0.027715724818828523	+1	TP53,PIK3R1,FBXW7,CDH1,BAP1
NEGATIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031397	negative regulation of protein ubiquitination	0.028847388134162995	0.028847388134162995	+1	AKT1,TAF1,RPL5
POSITIVE REGULATION OF DNA BIOSYNTHETIC PROCESS%GOBP%GO:2000573	positive regulation of DNA biosynthetic process	0.028847388134162995	0.028847388134162995	+1	ATM,HGF,ATR
BETA-CATENIN DESTRUCTION COMPLEX DISASSEMBLY%GOBP%GO:1904886	beta-catenin destruction complex disassembly	0.028847388134162995	0.028847388134162995	+1	APC,CTNNB1
TP53 REGULATES TRANSCRIPTION OF ADDITIONAL CELL CYCLE GENES WHOSE EXACT ROLE IN THE P53 PATHWAY REMAIN UNCERTAIN%REACTOME%R-HSA-6804115.1	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	0.028847388134162995	0.028847388134162995	+1	TP53,NPM1
POSITIVE REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032727	positive regulation of interferon-alpha production	0.028847388134162995	0.028847388134162995	+1	TLR4,SETD2
REGULATION OF CENTRIOLE REPLICATION%GOBP%GO:0046599	regulation of centriole replication	0.028847388134162995	0.028847388134162995	+1	NPM1,BRCA1
CELLULAR RESPONSE TO STARVATION%GOBP%GO:0009267	cellular response to starvation	0.028847388134162995	0.028847388134162995	+1	TP53,MTOR,LRRK2,CDKN1A
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME DATABASE ID RELEASE 69%187577	SCF(Skp2)-mediated degradation of p27 p21	0.028847388134162995	0.028847388134162995	+1	CDKN1B,CCND1,CDKN1A
RESPONSE TO LIPOPROTEIN PARTICLE%GOBP%GO:0055094	response to lipoprotein particle	0.028847388134162995	0.028847388134162995	+1	AKT1,TLR4
POSITIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901798	positive regulation of signal transduction by p53 class mediator	0.028847388134162995	0.028847388134162995	+1	ATM,ATR
URETERIC BUD MORPHOGENESIS%GOBP%GO:0060675	ureteric bud morphogenesis	0.028847388134162995	0.028847388134162995	+1	GATA3,WT1
BONE MORPHOGENESIS%GOBP%GO:0060349	bone morphogenesis	0.028847388134162995	0.028847388134162995	+1	SOX9,FGFR2,FGFR3
SYNDECAN-3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-3-MEDIATED SIGNALING EVENTS	Syndecan-3-mediated signaling events	0.028847388134162995	0.028847388134162995	+1	EGFR,FGFR3
NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	0.028847388134162995	0.028847388134162995	+1	APC,ATM
NGF%IOB%NGF	NGF	0.028847388134162995	0.028847388134162995	+1	BRAF,PTPN11
PREIMPLANTATION EMBRYO%WIKIPATHWAYS_20190610%WP3527%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3527_r94671	0.028847388134162995	0.028847388134162995	+1	GATA3,CDH1,TBX3
REGULATION OF ANOIKIS%GOBP%GO:2000209	regulation of anoikis	0.028847388134162995	0.028847388134162995	+1	PIK3CA,NOTCH1
PROTEIN-DNA COMPLEX DISASSEMBLY%GOBP%GO:0032986	protein-DNA complex disassembly	0.028847388134162995	0.028847388134162995	+1	ARID1A,PBRM1
REGULATION OF SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051150	regulation of smooth muscle cell differentiation	0.028847388134162995	0.028847388134162995	+1	KIT,FGFR2
POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000108	positive regulation of leukocyte apoptotic process	0.028847388134162995	0.028847388134162995	+1	TP53,CDKN2A
MRNA TRANSCRIPTION%GOBP%GO:0009299	mRNA transcription	0.028847388134162995	0.028847388134162995	+1	TP53,SOX17
HEMATOPOIETIC STEM CELL DIFFERENTIATION%WIKIPATHWAYS_20190610%WP2849%HOMO SAPIENS	http://www.wikipathways.org/instance/WP2849_r103039	0.028847388134162995	0.028847388134162995	+1	NOTCH1,RUNX1,ACVR1B
ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0045446	endothelial cell differentiation	0.028847388134162995	0.028847388134162995	+1	NOTCH1,SMAD4,SOX17
REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045619	regulation of lymphocyte differentiation	0.02955479441774658	0.02955479441774658	+1	GATA3,RUNX1,TGFBR2,CBFB
CELLULAR RESPONSE TO ACID CHEMICAL%GOBP%GO:0071229	cellular response to acid chemical	0.02955479441774658	0.02955479441774658	+1	EPHA3,SOX9,ATM,MTOR
RESPONSE TO NUTRIENT%GOBP%GO:0007584	response to nutrient	0.02998290176809792	0.02998290176809792	+1	MTOR,FOXA2,TAF1
POSITIVE REGULATION OF NIK/NF-KAPPAB SIGNALING%GOBP%GO:1901224	positive regulation of NIK/NF-kappaB signaling	0.02998290176809792	0.02998290176809792	+1	EGFR,TLR4,EP300
MIDBRAIN DEVELOPMENT%GOBP%GO:0030901	midbrain development	0.02998290176809792	0.02998290176809792	+1	CTNNB1,FGFR2,TAF1
NEGATIVE REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090288	negative regulation of cellular response to growth factor stimulus	0.0303850702616435	0.0303850702616435	+1	GATA3,NOTCH1,TGFBR2,SMAD2
MITOTIC ANAPHASE%REACTOME%R-HSA-68882.2	Mitotic Anaphase	0.030612314560318946	0.030612314560318946	+1	STAG2,PPP2R1A,SMC1A,SMC3,RAD21
HSF1-DEPENDENT TRANSACTIVATION%REACTOME DATABASE ID RELEASE 69%3371571	HSF1-dependent transactivation	0.03106208331960172	0.03106208331960172	+1	MTOR,EP300
NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:2000816	negative regulation of mitotic sister chromatid separation	0.03106208331960172	0.03106208331960172	+1	APC,ATM
M-CSF%IOB%M-CSF	M-CSF	0.03106208331960172	0.03106208331960172	+1	PIK3R1,AKT1,PTPN11
TRANSCRIPTIONAL REGULATION OF PLURIPOTENT STEM CELLS%REACTOME DATABASE ID RELEASE 69%452723	Transcriptional regulation of pluripotent stem cells	0.03106208331960172	0.03106208331960172	+1	SMAD4,SMAD2
RESPONSE TO STEROL%GOBP%GO:0036314	response to sterol	0.03106208331960172	0.03106208331960172	+1	TGFBR2,SMAD2
ENDOCRINE PANCREAS DEVELOPMENT%GOBP%GO:0031018	endocrine pancreas development	0.03106208331960172	0.03106208331960172	+1	AKT1,FOXA2
CELLULAR RESPONSE TO LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:0071402	cellular response to lipoprotein particle stimulus	0.03106208331960172	0.03106208331960172	+1	AKT1,TLR4
SIGNALING BY BRAF AND RAF FUSIONS%REACTOME%R-HSA-6802952.1	Signaling by BRAF and RAF fusions	0.03106208331960172	0.03106208331960172	+1	KRAS,NRAS,BRAF
DENDRITIC CELL DIFFERENTIATION%GOBP%GO:0097028	dendritic cell differentiation	0.03106208331960172	0.03106208331960172	+1	FLT3,TGFBR2
NEGATIVE REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051154	negative regulation of striated muscle cell differentiation	0.03106208331960172	0.03106208331960172	+1	NOTCH1,SMAD4
REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0031114	regulation of microtubule depolymerization	0.03106208331960172	0.03106208331960172	+1	APC,NAV3
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20190610%WP4482%HOMO SAPIENS	http://www.wikipathways.org/instance/WP4482_r103405	0.03106208331960172	0.03106208331960172	+1	MAP3K1,SMAD4
HISTONE DEUBIQUITINATION%GOBP%GO:0016578	histone deubiquitination	0.03106208331960172	0.03106208331960172	+1	BAP1,ASXL1
E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME%R-HSA-113510.3	E2F mediated regulation of DNA replication	0.03106208331960172	0.03106208331960172	+1	RB1,PPP2R1A
BIOCARTA_CERAMIDE_PATHWAY%MSIGDB_C2%BIOCARTA_CERAMIDE_PATHWAY	BIOCARTA_CERAMIDE_PATHWAY	0.03106208331960172	0.03106208331960172	+1	MAP3K1,MAP2K4
DNA DOUBLE-STRAND BREAK PROCESSING%GOBP%GO:0000729	DNA double-strand break processing	0.03106208331960172	0.03106208331960172	+1	ATM,BRCA1
REGULATION OF LIPID METABOLISM BY PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR ALPHA (PPARALPHA)%REACTOME DATABASE ID RELEASE 69%400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	0.03106208331960172	0.03106208331960172	+1	EP300,SIN3A,TBL1XR1,NCOR1
MITOTIC METAPHASE AND ANAPHASE%REACTOME%R-HSA-2555396.2	Mitotic Metaphase and Anaphase	0.03106208331960172	0.03106208331960172	+1	STAG2,PPP2R1A,SMC1A,SMC3,RAD21
NEPHRIN FAMILY INTERACTIONS%REACTOME%R-HSA-373753.3	Nephrin family interactions	0.03106208331960172	0.03106208331960172	+1	PIK3CA,PIK3R1
REGULATION OF APOPTOSIS BY PARATHYROID HORMONE-RELATED PROTEIN%WIKIPATHWAYS_20190610%WP3872%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3872_r89397	0.03106208331960172	0.03106208331960172	+1	AKT1,PIK3CG
BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043534	blood vessel endothelial cell migration	0.03106208331960172	0.03106208331960172	+1	AKT1,EGR3
CELL CHEMOTAXIS%GOBP%GO:0060326	cell chemotaxis	0.03106208331960172	0.03106208331960172	+1	PIK3CG,HGF,KIT,PDGFRA,EGR3
POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045648	positive regulation of erythrocyte differentiation	0.03106208331960172	0.03106208331960172	+1	ACVR1B,ACVR2A
POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I%GOBP%GO:0045943	positive regulation of transcription by RNA polymerase I	0.03106208331960172	0.03106208331960172	+1	MTOR,TAF1
WNT SIGNALING%WIKIPATHWAYS_20190610%WP428%HOMO SAPIENS	http://www.wikipathways.org/instance/WP428_r102324	0.03178589796534417	0.03178589796534417	+1	APC,CTNNB1,CCND1,SOX17
POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045639	positive regulation of myeloid cell differentiation	0.03223782417868779	0.03223782417868779	+1	RUNX1,ACVR1B,ACVR2A
G2 M TRANSITION%REACTOME DATABASE ID RELEASE 69%69275	G2 M Transition	0.03224776948963782	0.03224776948963782	+1	TP53,AJUBA,EP300,CDKN1A,PPP2R1A
FC RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038093	Fc receptor signaling pathway	0.03224776948963782	0.03224776948963782	+1	PIK3CA,PIK3R1,MAP3K1,MAP2K4,KIT
MITOTIC PROMETAPHASE%REACTOME DATABASE ID RELEASE 69%68877	Mitotic Prometaphase	0.03224776948963782	0.03224776948963782	+1	STAG2,PPP2R1A,SMC1A,SMC3,RAD21
POSITIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.032632678972352405	0.032632678972352405	+1	PTEN,FBXW7,BRCA1,LRRK2
NEGATIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	0.033362103161144005	0.033362103161144005	+1	RUNX1,CBFB
NADP METABOLIC PROCESS%GOBP%GO:0006739	NADP metabolic process	0.033362103161144005	0.033362103161144005	+1	IDH1,IDH2
REGULATION OF B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050855	regulation of B cell receptor signaling pathway	0.033362103161144005	0.033362103161144005	+1	RUNX1,CBFB
MESONEPHRIC TUBULE MORPHOGENESIS%GOBP%GO:0072171	mesonephric tubule morphogenesis	0.033362103161144005	0.033362103161144005	+1	GATA3,WT1
PHOTODYNAMIC THERAPY-INDUCED NFE2L2 (NRF2) SURVIVAL SIGNALING%WIKIPATHWAYS_20190610%WP3612%HOMO SAPIENS	http://www.wikipathways.org/instance/WP3612_r95149	0.033362103161144005	0.033362103161144005	+1	KEAP1,NFE2L2
POSITIVE REGULATION OF DNA REPLICATION%GOBP%GO:0045740	positive regulation of DNA replication	0.033362103161144005	0.033362103161144005	+1	EGFR,ATRX
NEGATIVE REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043407	negative regulation of MAP kinase activity	0.033362103161144005	0.033362103161144005	+1	NF1,PPP2R1A,MAPK8IP1
RESPONSE TO GROWTH HORMONE%GOBP%GO:0060416	response to growth hormone	0.033362103161144005	0.033362103161144005	+1	PIK3R1,AKT1
POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751	positive regulation of cell cycle G2/M phase transition	0.033362103161144005	0.033362103161144005	+1	NPM1,CCND1
DETERMINATION OF LEFT/RIGHT SYMMETRY%GOBP%GO:0007368	determination of left/right symmetry	0.033362103161144005	0.033362103161144005	+1	NOTCH1,TGFBR2,SOX17
HUNTINGTON DISEASE%PANTHER PATHWAY%P00029	Huntington disease	0.033362103161144005	0.033362103161144005	+1	TP53,MAP2K4,AKT1,EP300
REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0060260	regulation of transcription initiation from RNA polymerase II promoter	0.033362103161144005	0.033362103161144005	+1	TP53,TAF1
MYOBLAST DIFFERENTIATION%GOBP%GO:0045445	myoblast differentiation	0.033362103161144005	0.033362103161144005	+1	RB1,NOTCH1
POSITIVE REGULATION OF HISTONE ACETYLATION%GOBP%GO:0035066	positive regulation of histone acetylation	0.033362103161144005	0.033362103161144005	+1	BRCA1,SMAD4
PROTEASOMAL UBIQUITIN-INDEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0010499	proteasomal ubiquitin-independent protein catabolic process	0.033362103161144005	0.033362103161144005	+1	KEAP1,NFE2L2
OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048709	oligodendrocyte differentiation	0.033362103161144005	0.033362103161144005	+1	PTEN,SOX9
NEGATIVE REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905819	negative regulation of chromosome separation	0.033362103161144005	0.033362103161144005	+1	APC,ATM
REGULATION OF DENDRITIC SPINE MORPHOGENESIS%GOBP%GO:0061001	regulation of dendritic spine morphogenesis	0.033362103161144005	0.033362103161144005	+1	PTEN,LRRK2
LPA RECEPTOR MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LPA RECEPTOR MEDIATED EVENTS	LPA receptor mediated events	0.033362103161144005	0.033362103161144005	+1	EGFR,PIK3R1,AKT1
MITOTIC G2-G2 M PHASES%REACTOME DATABASE ID RELEASE 69%453274	Mitotic G2-G2 M phases	0.033362103161144005	0.033362103161144005	+1	TP53,AJUBA,EP300,CDKN1A,PPP2R1A
INSULIN IGF PATHWAY-PROTEIN KINASE B SIGNALING CASCADE%PANTHER PATHWAY%P00033	Insulin IGF pathway-protein kinase B signaling cascade	0.033362103161144005	0.033362103161144005	+1	PIK3CA,PTEN
BIOCARTA_NFKB_PATHWAY%MSIGDB_C2%BIOCARTA_NFKB_PATHWAY	BIOCARTA_NFKB_PATHWAY	0.033362103161144005	0.033362103161144005	+1	MAP3K1,TLR4
ACTIVATION OF MAPK ACTIVITY%GOBP%GO:0000187	activation of MAPK activity	0.034117884401531226	0.034117884401531226	+1	MAP2K4,TLR4,LRRK2,KIT
FC-EPSILON RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038095	Fc-epsilon receptor signaling pathway	0.034117884401531226	0.034117884401531226	+1	PIK3CA,PIK3R1,MAP3K1,MAP2K4
POSITIVE REGULATION OF HISTONE MODIFICATION%GOBP%GO:0031058	positive regulation of histone modification	0.034508714751667294	0.034508714751667294	+1	CTNNB1,BRCA1,SMAD4
PID_CD8_TCR_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_CD8_TCR_DOWNSTREAM_PATHWAY	PID_CD8_TCR_DOWNSTREAM_PATHWAY	0.034508714751667294	0.034508714751667294	+1	KRAS,NRAS,BRAF
NEGATIVE REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0045833	negative regulation of lipid metabolic process	0.034508714751667294	0.034508714751667294	+1	FBXW7,AKT1,BRCA1
AXON GUIDANCE%GOBP%GO:0007411	axon guidance	0.034653818149580774	0.034653818149580774	+1	PIK3CA,PIK3R1,ARHGAP35,EPHA3,PTPN11
NEGATIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030178	negative regulation of Wnt signaling pathway	0.034653818149580774	0.034653818149580774	+1	APC,STK11,SOX9,SOX17,AXIN2
CELLULAR RESPONSE TO INSULIN STIMULUS%GOBP%GO:0032869	cellular response to insulin stimulus	0.0349794346945233	0.0349794346945233	+1	PIK3CA,APC,PIK3R1,AKT1
REGULATION OF LOCOMOTOR RHYTHM%GOBP%GO:1904059	regulation of locomotor rhythm	0.0353200074405027	0.0353200074405027	+1	MTOR
MAMMARY GLAND SPECIFICATION%GOBP%GO:0060594	mammary gland specification	0.0353200074405027	0.0353200074405027	+1	FGFR2
EMBRYONIC FOREGUT MORPHOGENESIS%GOBP%GO:0048617	embryonic foregut morphogenesis	0.0353200074405027	0.0353200074405027	+1	SOX17
NEGATIVE REGULATION OF INTEGRIN BIOSYNTHETIC PROCESS%GOBP%GO:0045720	negative regulation of integrin biosynthetic process	0.0353200074405027	0.0353200074405027	+1	AR
REGULATION OF B CELL TOLERANCE INDUCTION%GOBP%GO:0002661	regulation of B cell tolerance induction	0.0353200074405027	0.0353200074405027	+1	TGFBR2
LUNG-ASSOCIATED MESENCHYME DEVELOPMENT%GOBP%GO:0060484	lung-associated mesenchyme development	0.0353200074405027	0.0353200074405027	+1	FGFR2
NEGATIVE REGULATION OF FEMALE GONAD DEVELOPMENT%GOBP%GO:2000195	negative regulation of female gonad development	0.0353200074405027	0.0353200074405027	+1	WT1
FOREBRAIN VENTRICULAR ZONE PROGENITOR CELL DIVISION%GOBP%GO:0021869	forebrain ventricular zone progenitor cell division	0.0353200074405027	0.0353200074405027	+1	FGFR2
REPLICATIVE CELL AGING%GOBP%GO:0001302	replicative cell aging	0.0353200074405027	0.0353200074405027	+1	CHEK2
PARAXIAL MESODERM DEVELOPMENT%GOBP%GO:0048339	paraxial mesoderm development	0.0353200074405027	0.0353200074405027	+1	SMAD2
CELLULAR RESPONSE TO FOLLICLE-STIMULATING HORMONE STIMULUS%GOBP%GO:0071372	cellular response to follicle-stimulating hormone stimulus	0.0353200074405027	0.0353200074405027	+1	NOTCH1
RETINAL ROD CELL DIFFERENTIATION%GOBP%GO:0060221	retinal rod cell differentiation	0.0353200074405027	0.0353200074405027	+1	SOX9
NEURON PROJECTION GUIDANCE%GOBP%GO:0097485	neuron projection guidance	0.0353200074405027	0.0353200074405027	+1	PIK3CA,PIK3R1,ARHGAP35,EPHA3,PTPN11
CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:0061323	cell proliferation involved in heart morphogenesis	0.0353200074405027	0.0353200074405027	+1	TGFBR2
REGULATION OF TP53 EXPRESSION%REACTOME%R-HSA-6804754.1	Regulation of TP53 Expression	0.0353200074405027	0.0353200074405027	+1	TP53
GONADOTROPIN SECRETION%GOBP%GO:0032274	gonadotropin secretion	0.0353200074405027	0.0353200074405027	+1	TBX3
FOREGUT MORPHOGENESIS%GOBP%GO:0007440	foregut morphogenesis	0.0353200074405027	0.0353200074405027	+1	SOX17
RUNX3 REGULATES RUNX1-MEDIATED TRANSCRIPTION%REACTOME%R-HSA-8951911.1	RUNX3 regulates RUNX1-mediated transcription	0.0353200074405027	0.0353200074405027	+1	CBFB
NEGATIVE REGULATION OF SREBP SIGNALING PATHWAY%GOBP%GO:2000639	negative regulation of SREBP signaling pathway	0.0353200074405027	0.0353200074405027	+1	FBXW7
